gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3070467864	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/72640255	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taiwan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.920945	120.884028							2021-03-29T16:31:00	29	3	2021	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	72640255		galanhsnu	2021-04-02T01:39:09	CC_BY_NC_4_0	Hong	Hong			2021-05-18T12:28:18.041Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3018085413	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/44712475	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taiwan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	24.555188	121.10052	220.0						2020-04-30T17:00:00	30	4	2020	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	44712475		山羌	2020-05-03T11:18:45	CC_BY_NC_4_0	山羌	山羌			2021-05-18T12:26:07.988Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2996746041	5c9a924c-8d45-4452-8604-415a118578aa	3843567	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	castanopsis fargesii franchet	Franchet	CL			PRESENT		838537fc-4aeb-4980-8b58-97fbdcd1d91a	0.0	0.0			0.0	0.0			1986-09-12T00:00:00	12	9	1986	5332927	5332927	PRESERVED_SPECIMEN	MBM	MBM	MBM133832	1216			CC_BY_4_0	MBM	Bartholomew, B;et al.,Bartholomew, B.			2021-05-21T14:06:55.004Z	StillImage	ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;COUNTRY_MISMATCH;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2996743046	5c9a924c-8d45-4452-8604-415a118578aa	3843565	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	castanopsis fargesii franchet	Franchet	CL			PRESENT		838537fc-4aeb-4980-8b58-97fbdcd1d91a	0.0	0.0			0.0	0.0			1986-09-03T00:00:00	3	9	1986	5332927	5332927	PRESERVED_SPECIMEN	MBM	MBM	MBM133830	810			CC_BY_4_0	MBM	Bartholomew, B;et al.,Bartholomew, B.			2021-05-21T14:06:55.065Z	StillImage	ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;COUNTRY_MISMATCH;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2980959133	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/64154715	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taiwan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.573952	120.624237							2020-11-03T10:35:00	3	11	2020	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	64154715		Hong	2020-11-04T04:12:16	CC_BY_NC_4_0	Hong	Hong			2021-05-18T12:27:04.531Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2980953133	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/64164870	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taiwan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.574605	120.626							2020-11-03T12:29:00	3	11	2020	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	64164870		Hong	2020-11-04T09:07:25	CC_BY_NC_4_0	Hong	Hong			2021-05-18T12:25:54.113Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2963917347	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/42219589	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taiwan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.905895	120.889962	9.0						2020-04-15T13:56:46	15	4	2020	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	42219589		greenlapwing	2020-04-15T05:57:23	CC_BY_NC_4_0	greenlapwing	greenlapwing			2021-05-18T12:25:45.271Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2898483719	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62171532	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taichung	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	24.171751	120.965224	2000.0						2020-10-10T11:58:22	10	10	2020	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	62171532		jamestu	2020-10-13T09:20:56	CC_BY_NC_4_0	ncyuchen	ncyuchen			2021-05-18T12:51:25.881Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2859121936	f3f03cbf-1a01-4739-ae15-c1355b8c2dbf	E510F683-09B4-4D25-A9B3-C314CD8D9E77	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii	Franch.	CN		Jiangxi	PRESENT		c1da06f0-580e-11dc-8a9e-b8a03c50a862					380.0								5332927	5332927	PRESERVED_SPECIMEN	CM	Botany	CM367422	11506			CC0_1_0	Carnegie Museum of Natural History	Yao, K.			2021-05-03T19:13:30.675Z		COORDINATE_INVALID;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2859121897	f3f03cbf-1a01-4739-ae15-c1355b8c2dbf	3587CDE1-DAAA-4424-BB9A-73E5DEAA7ECB	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii	Franch.	CN	daiyenpeng along the Kaitu R. on the SW side f the Fanjing Shan Mtn. range	Jiangkou xian	PRESENT		c1da06f0-580e-11dc-8a9e-b8a03c50a862					875.0	125.0			1986-09-11T00:00:00	11	9	1986	5332927	5332927	PRESERVED_SPECIMEN	CM	Botany	CM342762	1192			CC0_1_0	Carnegie Museum of Natural History				2021-05-03T19:13:30.664Z		COORDINATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2859105827	f3f03cbf-1a01-4739-ae15-c1355b8c2dbf	641A0904-DBEC-46F7-ABDB-B4A5BEDDB57C	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii	Franch.	ZZ			PRESENT		c1da06f0-580e-11dc-8a9e-b8a03c50a862									1980-10-03T00:00:00	3	10	1980	5332927	5332927	PRESERVED_SPECIMEN	CM	Botany	CM294906				CC0_1_0	Carnegie Museum of Natural History				2021-05-03T19:13:30.221Z		COORDINATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2825655405	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:303104:1:1:399424	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		CN	Xuanen County	Hubei (湖北省)	PRESENT		898ba450-1627-11df-bd84-b8a03c50a862	30.033333	109.683333			750.0	0.0			2009-10-06T00:00:00	6	10	2009	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	399424	1417	Zi-En Zhao	2009-10-01T00:00:00	CC_BY_NC_4_0	TAIF	Dongsheng			2021-03-30T13:12:41.811Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825653199	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400062:1:1:515834	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Mt. Yulo		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1400.0	0.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515834	10888	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:40.663Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825651179	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400063:1:1:515834	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Mt. Yulo		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1400.0	0.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515834	10889	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:40.616Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825650175	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400065:1:1:515835	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Mt. Yulo		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1400.0	0.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515835	10891	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:40.637Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825650174	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400064:1:1:515834	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Mt. Yulo		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1400.0	0.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515834	10890	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:40.637Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825649319	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:303104:2:1:399423	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		CN	Xuanen County	Hubei (湖北省)	PRESENT		898ba450-1627-11df-bd84-b8a03c50a862	30.033333	109.683333			750.0	0.0			2009-10-06T00:00:00	6	10	2009	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	399423	1417	Zi-En Zhao	2009-10-01T00:00:00	CC_BY_NC_4_0	TAIF	Dongsheng			2021-03-30T13:12:40.281Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825648336	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:22714:1:1:21295	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis taiwaniana Hayata	Castanopsis taiwaniana Hayata		TW	Shuishe		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862	23.859444	126.905							1918-12-13T00:00:00	13	12	1918	5332928	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	21295	s. n.			CC_BY_NC_4_0	TAIF	Ryozo Kanehira			2021-03-30T13:12:40.124Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825644221	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:290859:2:1:379788	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		CN	Xinhua Village	Hubei (湖北省)	PRESENT		898ba450-1627-11df-bd84-b8a03c50a862	30.1	109.033333			930.0	0.0			2008-11-02T00:00:00	2	11	2008	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	379788	s. n.	Zi-En Zhao	2008-11-01T00:00:00	CC_BY_NC_4_0	TAIF	(unknown)			2021-03-30T13:12:40.261Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825629199	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400120:1:1:515803	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Kukuan - Mt. Malun		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1800.0	700.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515803	10940	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.969Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825629198	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400118:1:1:515822	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Kukuan - Mt. Malun		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1800.0	700.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515822	10938	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.969Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825629194	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400068:1:1:515813	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Mt. Yulo		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1400.0	0.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515813	10893	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.969Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825625282	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400066:1:1:515835	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Mt. Yulo		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1400.0	0.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515835	10894	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.829Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825622150	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400117:1:1:515822	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Kukuan - Mt. Malun		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1800.0	700.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515822	10937	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.532Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825622142	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400067:1:1:515813	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Mt. Yulo		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1400.0	0.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515813	10892	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.532Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825620188	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400121:1:1:515803	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Kukuan - Mt. Malun		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1800.0	700.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515803	10941	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.541Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825620187	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400119:1:1:515822	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Kukuan - Mt. Malun		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1800.0	700.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515822	10939	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.541Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825620180	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:400069:1:1:515813	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		TW	Mt. Yulo		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862					1400.0	0.0			2002-12-27T00:00:00	27	12	2002	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	515813	10895	Yu-Pin Cheng		CC_BY_NC_4_0	TAIF	Yu-Pin Cheng			2021-03-30T13:12:38.541Z		COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825618268	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:290859:1:1:379789	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franchet		CN	Xinhua Village	Hubei (湖北省)	PRESENT		898ba450-1627-11df-bd84-b8a03c50a862	30.1	109.033333			930.0	0.0			2008-11-02T00:00:00	2	11	2008	5332927	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	379789	s. n.	Zi-En Zhao	2008-11-01T00:00:00	CC_BY_NC_4_0	TAIF	(unknown)			2021-03-30T13:12:38.131Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2825614333	eb7681c5-5c9c-4e28-954f-f328991c7004	TAIF:PLANT:22713:1:1:21294	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis taiwaniana Hayata	Castanopsis taiwaniana Hayata		TW	Shuishe		PRESENT		898ba450-1627-11df-bd84-b8a03c50a862	23.859444	126.905							1923-11-06T00:00:00	6	11	1923	5332928	5332927	PRESERVED_SPECIMEN	TAIF	PLANT	21294	s. n.			CC_BY_NC_4_0	TAIF	T. Hayashi			2021-03-30T13:12:36.319Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;COUNTRY_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2645935542	7a3679ef-5582-4aaa-81f0-8c2545cafc81	o-1005283894	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii Franch.	Franch.	CN			PRESENT	1	da86174a-a605-43a4-a5e8-53d484152cd3	21.737618	101.581019							2017-12-26T11:13:56	26	12	2017	5332927	5332927	HUMAN_OBSERVATION							CC_BY_4_0					2021-03-09T18:07:40.087Z	StillImage	COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2596241633	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/40566875	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taichung	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	24.159519	120.97271	29.0						2020-03-23T10:23:46	23	3	2020	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	40566875		kuobear	2020-03-23T02:23:57	CC_BY_NC_4_0	kuobear	kuobear			2021-05-18T12:50:52.495Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2579385704	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19399067	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taiwan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.857334	120.915913	2735.0						2018-12-29T15:41:00	29	12	2018	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	19399067		ming110	2019-01-03T15:23:06	CC_BY_NC_4_0	ming110	ming110			2021-05-18T11:58:32.295Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2579376736	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23425259	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taiwan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.85305	120.933452	17.0						2019-04-21T09:23:21	21	4	2019	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	23425259		blackkit	2019-04-27T18:03:44	CC_BY_NC_4_0	blackkit	blackkit			2021-05-18T12:25:31.108Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2579331840	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36497746	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii		TW		Taiwan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	24.630825	121.162725	31.0						2019-12-08T14:38:00	8	12	2019	5332927	5332927	HUMAN_OBSERVATION	iNaturalist	Observations	36497746		Lijin Huang (紫楝)	2019-12-09T12:11:39	CC_BY_NC_4_0	Lijin Huang (紫楝)	Lijin Huang (紫楝)			2021-05-18T11:58:58.186Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2571497358	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3f01203a0-93cc-4202-8876-82d0ef6a52cf	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii		SPECIES	Castanopsis fargesii Franch.	Castanopsis fargesii	Franch.	TW	Eastern Asia. Formosa. Lake Candidius, prov Nanto.		PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1918-12-07T00:00:00	7	12	1918	5332927	5332927	PRESERVED_SPECIMEN	US	Botany		11172			CC0_1_0		E. Wilson			2021-04-28T10:23:28.415Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
